,CUSTOMER,cluster,Invoice_date,PROVINCE,CUSTYP,TYPDES,ITEM,QTY,price,PERIOD,paytime,sales
8629,1005106,1,2019-01-15,HN,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,2,667.93,1,2019-01-15,1335.86
8630,1005106,1,2019-07-04,HN,30,"System integrator / EPC (Engineering, Procurement, Construct",5309052,2,582.44,7,2019-07-04,1164.88
8631,1005106,1,2019-07-04,HN,30,"System integrator / EPC (Engineering, Procurement, Construct",6023140,2,1315.18,7,2019-07-04,2630.36
8632,1005106,1,2019-04-26,HN,30,"System integrator / EPC (Engineering, Procurement, Construct",6035129,2,984.31,4,2019-04-26,1968.62
8633,1005106,1,2019-01-17,HN,30,"System integrator / EPC (Engineering, Procurement, Construct",6035136,1,1318.79,1,2019-01-17,1318.79
8634,1005115,2,2019-12-02,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044255,4,706.33,12,2019-12-02,2825.32
8635,1005115,2,2019-12-02,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044339,3,1841.73,12,2019-12-02,5525.1900000000005
8636,1005115,2,2019-12-02,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044679,4,1747.04,12,2019-12-02,6988.16
8637,1005115,2,2019-12-02,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044680,5,1993.94,12,2019-12-02,9969.7
8638,1005115,2,2019-03-06,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1076932,1,6296.38,3,2019-03-06,6296.38
8639,1005115,2,2019-01-18,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1084582,2,10468.8,1,2019-01-18,20937.6
8640,1005115,2,2019-01-18,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2034880,2,780.0,1,2019-01-18,1560.0
8641,1005115,2,2019-02-18,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",5311688,2,587.76,2,2019-02-18,1175.52
8642,1005115,2,2019-10-24,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6021750,1,657.65,10,2019-10-24,657.65
8643,1005115,2,2019-02-18,TJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6025615,2,1156.73,2,2019-02-18,2313.46
8644,1005136,2,2019-09-20,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044338,1,1556.77,9,2019-09-20,1556.77
8645,1005136,2,2019-01-03,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044627,1,2486.03,1,2019-01-03,2486.03
8646,1005136,2,2019-01-08,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044679,1,1896.38,1,2019-01-08,1896.38
8647,1005136,2,2019-03-08,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044679,1,1896.38,3,2019-03-08,1896.38
8648,1005136,2,2019-01-08,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044680,1,2089.48,1,2019-01-08,2089.48
8649,1005136,2,2019-09-20,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1044680,1,2089.51,9,2019-09-20,2089.51
8650,1005136,2,2019-05-28,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1059965,1,699.25,5,2019-05-28,699.25
8651,1005136,2,2019-07-18,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1059966,15,664.73,7,2019-07-18,9970.95
8652,1005136,2,2019-11-18,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1060058,1,708.98,11,2019-11-18,708.98
8653,1005136,2,2019-03-01,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1060065,4,788.62,3,2019-03-01,3154.48
8654,1005136,2,2019-03-12,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1060065,2,783.45,3,2019-03-12,1566.9
8655,1005136,2,2019-03-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1060065,10,783.45,3,2019-03-27,7834.5
8656,1005136,2,2019-12-04,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1060847,1,590.4,12,2019-12-04,590.4
8657,1005136,2,2019-02-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1061172,1,1129.14,2,2019-02-27,1129.14
8658,1005136,2,2019-02-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1061173,1,1438.62,2,2019-02-27,1438.62
8659,1005136,2,2019-02-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1061174,1,806.72,2,2019-02-27,806.72
8660,1005136,2,2019-02-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1061175,1,850.69,2,2019-02-27,850.69
8661,1005136,2,2019-03-01,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1061176,4,1021.38,3,2019-03-01,4085.52
8662,1005136,2,2019-11-04,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1062566,1,725.8,11,2019-11-04,725.8
8663,1005136,2,2019-01-03,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1062676,1,597.24,1,2019-01-03,597.24
8664,1005136,2,2019-05-14,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1062676,1,597.48,5,2019-05-14,597.48
8665,1005136,2,2019-02-27,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1062899,1,2592.93,2,2019-02-27,2592.93
8666,1005136,2,2019-01-09,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1063095,3,711.9,1,2019-01-09,2135.7
8667,1005136,2,2019-01-28,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1063097,2,730.0,1,2019-01-28,1460.0
8668,1005136,2,2019-10-14,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",1073015,6,748.81,10,2019-10-14,4492.86
8669,1005136,2,2019-01-16,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2020204,12,611.9,1,2019-01-16,7342.799999999999
8670,1005136,2,2019-05-28,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2020204,2,610.75,5,2019-05-28,1221.5
8671,1005136,2,2019-07-10,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2020204,2,610.75,7,2019-07-10,1221.5
8672,1005136,2,2019-12-09,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2020214,2,614.29,12,2019-12-09,1228.58
8673,1005136,2,2019-01-16,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2034879,1,714.48,1,2019-01-16,714.48
8674,1005136,2,2019-11-22,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2039857,2,701.9,11,2019-11-22,1403.8
8675,1005136,2,2019-02-14,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2045403,2,678.28,2,2019-02-14,1356.56
8676,1005136,2,2019-09-26,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,2,661.2,9,2019-09-26,1322.4
8677,1005136,2,2019-07-10,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,2,661.2,7,2019-07-10,1322.4
8678,1005136,2,2019-02-13,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,8,661.04,2,2019-02-13,5288.32
8679,1005136,2,2019-03-08,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",5311686,7,577.41,3,2019-03-08,4041.87
8680,1005136,2,2019-07-18,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",5311686,10,576.24,7,2019-07-18,5762.4
8681,1005136,2,2019-10-14,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",5320533,16,623.14,10,2019-10-14,9970.24
8682,1005136,2,2019-09-16,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",5320533,4,623.14,9,2019-09-16,2492.56
8683,1005136,2,2019-02-20,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6025612,1,652.41,2,2019-02-20,652.41
8684,1005136,2,2019-05-22,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6025614,11,646.15,5,2019-05-22,7107.65
8685,1005136,2,2019-04-08,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6025622,10,690.4,4,2019-04-08,6904.0
8686,1005136,2,2019-07-16,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6025632,2,992.17,7,2019-07-16,1984.34
8687,1005136,2,2019-03-12,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6035129,1,994.65,3,2019-03-12,994.65
8688,1005136,2,2019-11-04,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6035129,1,994.82,11,2019-11-04,994.82
8689,1005136,2,2019-11-13,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6035129,1,994.82,11,2019-11-13,994.82
8690,1005136,2,2019-08-16,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6050836,4,1993.05,8,2019-08-16,7972.2
8691,1005136,2,2019-09-06,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",6050836,2,1993.06,9,2019-09-06,3986.12
8692,1005136,2,2019-09-12,HLJ,30,"System integrator / EPC (Engineering, Procurement, Construct",7021907,3,652.34,9,2019-09-12,1957.02
8693,1005139,1,2019-06-26,GD,30,"System integrator / EPC (Engineering, Procurement, Construct",1076397,1,20388.63,6,2019-06-26,20388.63
8694,1005140,2,2019-08-26,GD,30,"System integrator / EPC (Engineering, Procurement, Construct",1102207,1,51566.2,8,2019-08-26,51566.2
8695,1005140,2,2019-09-25,GD,30,"System integrator / EPC (Engineering, Procurement, Construct",1105416,1,15422.26,9,2019-09-25,15422.26
8696,1005140,2,2019-10-30,GD,30,"System integrator / EPC (Engineering, Procurement, Construct",1106419,1,29203.67,10,2019-10-30,29203.67
8697,1005140,2,2019-09-09,GD,30,"System integrator / EPC (Engineering, Procurement, Construct",7083091,1,2441.79,9,2019-09-09,2441.79
8698,1005151,2,2019-09-12,JS,10,OEM,1085667,1,1050.57,9,2019-09-12,1050.57
8699,1005151,2,2019-12-27,JS,10,OEM,1085667,2,1050.58,12,2019-12-27,2101.16
8700,1005151,2,2019-09-12,JS,10,OEM,1085668,1,1179.78,9,2019-09-12,1179.78
8701,1005151,2,2019-12-27,JS,10,OEM,1085668,2,1179.78,12,2019-12-27,2359.56
8702,1005151,2,2019-11-28,JS,10,OEM,1213763,1,2501.9,11,2019-11-28,2501.9
8703,1005151,2,2019-11-28,JS,10,OEM,1213764,1,2944.38,11,2019-11-28,2944.38
8704,1005151,2,2019-11-27,JS,10,OEM,2067169,1,655.0,11,2019-11-27,655.0
8705,1005156,1,2019-08-07,SH,10,OEM,1024446,1,24312.52,8,2019-08-07,24312.52
8706,1005156,1,2019-08-07,SH,10,OEM,2016178,1,916.95,8,2019-08-07,916.95
8707,1005156,1,2019-08-07,SH,10,OEM,2016179,1,1182.43,8,2019-08-07,1182.43
8708,1005156,1,2019-08-07,SH,10,OEM,2016180,1,1239.96,8,2019-08-07,1239.96
8709,1005156,1,2019-08-07,SH,10,OEM,2024352,1,1483.32,8,2019-08-07,1483.32
8710,1005156,1,2019-08-07,SH,10,OEM,6035129,1,890.4,8,2019-08-07,890.4
8711,1005162,1,2019-03-27,SH,30,"System integrator / EPC (Engineering, Procurement, Construct",6031350,2,567.93,3,2019-03-27,1135.86
8712,1005162,1,2019-05-15,SH,30,"System integrator / EPC (Engineering, Procurement, Construct",6031350,2,626.55,5,2019-05-15,1253.1
8713,1005164,2,2019-05-17,JS,30,OEM,1016296,1,2023.66,5,2019-05-17,2023.66
8714,1005164,2,2019-05-17,JS,30,OEM,1027202,2,1016.74,5,2019-05-17,2033.48
8715,1005164,2,2019-05-17,JS,30,OEM,1028463,2,2541.05,5,2019-05-17,5082.1
8716,1005164,2,2019-09-03,JS,30,OEM,1056985,3,16790.87,9,2019-09-03,50372.61
8717,1005164,2,2019-09-05,JS,30,OEM,1056985,2,16790.82,9,2019-09-05,33581.64
8718,1005164,2,2019-08-23,JS,30,OEM,1056985,3,16790.81,8,2019-08-23,50372.43000000001
8719,1005164,2,2019-05-17,JS,30,OEM,1200678,2,5611.9,5,2019-05-17,11223.8
8720,1005164,2,2019-05-17,JS,30,OEM,2031065,8,696.31,5,2019-05-17,5570.48
8721,1005164,2,2019-08-23,JS,30,OEM,2034880,3,858.58,8,2019-08-23,2575.7400000000002
8722,1005164,2,2019-09-03,JS,30,OEM,2034880,3,858.58,9,2019-09-03,2575.7400000000002
8723,1005164,2,2019-09-05,JS,30,OEM,2034880,2,858.59,9,2019-09-05,1717.18
8724,1005164,2,2019-08-23,JS,30,OEM,2039857,3,785.4,8,2019-08-23,2356.2
8725,1005164,2,2019-09-05,JS,30,OEM,2039857,2,785.4,9,2019-09-05,1570.8
8726,1005164,2,2019-09-03,JS,30,OEM,2039857,3,785.4,9,2019-09-03,2356.2
8727,1005164,2,2019-05-17,JS,30,OEM,5312082,2,941.64,5,2019-05-17,1883.28
8728,1005164,2,2019-05-28,JS,30,OEM,5312082,62,941.64,5,2019-05-28,58381.68
8729,1005164,2,2019-08-09,JS,30,OEM,5312082,2,941.64,8,2019-08-09,1883.28
8730,1005164,2,2019-09-12,JS,30,OEM,5312082,66,941.64,9,2019-09-12,62148.24
8731,1005164,2,2019-05-17,JS,30,OEM,5312084,1,731.91,5,2019-05-17,731.91
8732,1005164,2,2019-02-19,JS,30,OEM,5326444,2,717.59,2,2019-02-19,1435.18
8733,1005164,2,2019-02-19,JS,30,OEM,5326445,2,612.51,2,2019-02-19,1225.02
8734,1005164,2,2019-09-03,JS,30,OEM,6035136,32,1094.19,9,2019-09-03,35014.08
8735,1005164,2,2019-02-19,JS,30,OEM,6035143,2,954.34,2,2019-02-19,1908.68
8736,1005164,2,2019-05-17,JS,30,OEM,6035417,32,1784.45,5,2019-05-17,57102.4
8737,1005164,2,2019-08-09,JS,30,OEM,6035417,3,1784.45,8,2019-08-09,5353.35
8738,1005164,2,2019-08-23,JS,30,OEM,6035417,31,1784.45,8,2019-08-23,55317.950000000004
8739,1005164,2,2019-05-17,JS,30,OEM,6035418,32,1450.67,5,2019-05-17,46421.44
8740,1005164,2,2019-08-09,JS,30,OEM,6035418,5,1450.67,8,2019-08-09,7253.35
8741,1005164,2,2019-08-23,JS,30,OEM,6035418,29,1450.67,8,2019-08-23,42069.43
8742,1005164,2,2019-09-03,JS,30,OEM,6050836,32,1741.23,9,2019-09-03,55719.36
8743,1005181,2,2019-03-25,JS,10,OEM,1085899,1,1227.41,3,2019-03-25,1227.41
8744,1005181,2,2019-08-27,JS,10,OEM,1085900,1,1227.57,8,2019-08-27,1227.57
8745,1005181,2,2019-09-27,JS,10,OEM,1085900,1,1227.57,9,2019-09-27,1227.57
8746,1005181,2,2019-03-25,JS,10,OEM,1085900,2,1227.42,3,2019-03-25,2454.84
8747,1005181,2,2019-09-16,JS,10,OEM,1213759,2,2047.92,9,2019-09-16,4095.84
8748,1005181,2,2019-09-16,JS,10,OEM,1213760,2,2449.69,9,2019-09-16,4899.38
8749,1005181,2,2019-09-16,JS,10,OEM,2067169,2,655.89,9,2019-09-16,1311.78
8750,1005194,2,2019-05-23,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221414,1,2934.65,5,2019-05-23,2934.65
8751,1005194,2,2019-05-23,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221421,1,3331.11,5,2019-05-23,3331.11
8752,1005194,2,2019-08-06,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221429,2,2339.07,8,2019-08-06,4678.14
8753,1005194,2,2019-08-22,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221429,1,2339.07,8,2019-08-22,2339.07
8754,1005194,2,2019-08-22,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221438,1,2736.42,8,2019-08-22,2736.42
8755,1005194,2,2019-08-06,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1221438,2,2736.42,8,2019-08-06,5472.84
8756,1005194,2,2019-05-23,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,1,661.19,5,2019-05-23,661.19
8757,1005194,2,2019-08-22,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,1,661.19,8,2019-08-22,661.19
8758,1005194,2,2019-08-06,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,2,661.2,8,2019-08-06,1322.4
8759,1005211,2,2019-11-22,ZJ,20,Enduser,2027735,3,910.75,11,2019-11-22,2732.25
8760,1005228,2,2019-09-12,GD,10,OEM,1051487,5,8593.94,9,2019-09-12,42969.700000000004
8761,1005228,2,2019-08-09,GD,10,OEM,1051487,9,8593.94,8,2019-08-09,77345.46
8762,1005228,2,2019-08-09,GD,10,OEM,1060064,16,737.3,8,2019-08-09,11796.8
8763,1005228,2,2019-09-12,GD,10,OEM,1060064,8,737.3,9,2019-09-12,5898.4
8764,1005228,2,2019-08-09,GD,10,OEM,1076398,1,17748.8,8,2019-08-09,17748.8
8765,1005228,2,2019-08-27,GD,10,OEM,1085900,4,1085.97,8,2019-08-27,4343.88
8766,1005228,2,2019-08-09,GD,10,OEM,2034879,9,685.09,8,2019-08-09,6165.81
8767,1005228,2,2019-09-12,GD,10,OEM,2034879,5,685.09,9,2019-09-12,3425.4500000000003
8768,1005228,2,2019-03-07,GD,10,OEM,2067169,1,655.86,3,2019-03-07,655.86
8769,1005228,2,2019-06-04,GD,10,OEM,2067169,3,655.88,6,2019-06-04,1967.6399999999999
8770,1005228,2,2019-07-12,GD,10,OEM,2067169,1,650.57,7,2019-07-12,650.57
8771,1005228,2,2019-11-08,GD,10,OEM,2067169,2,650.58,11,2019-11-08,1301.16
8772,1005228,2,2019-08-09,GD,10,OEM,2074406,1,747.03,8,2019-08-09,747.03
8773,1005228,2,2019-01-18,GD,10,OEM,5309397,3,603.28,1,2019-01-18,1809.84
8774,1005228,2,2019-07-12,GD,10,OEM,5309397,6,598.36,7,2019-07-12,3590.16
8775,1005228,2,2019-08-09,GD,10,OEM,6025470,9,1158.54,8,2019-08-09,10426.86
8776,1005228,2,2019-08-09,GD,10,OEM,6025470,1,1158.54,8,2019-08-09,1158.54
8777,1005228,2,2019-09-12,GD,10,OEM,6025470,5,1158.54,9,2019-09-12,5792.7
8778,1005228,2,2019-07-12,GD,10,OEM,6025472,3,1244.38,7,2019-07-12,3733.1400000000003
8779,1005228,2,2019-07-12,GD,10,OEM,6025614,6,636.42,7,2019-07-12,3818.5199999999995
8780,1005228,2,2019-01-18,GD,10,OEM,6025614,3,646.38,1,2019-01-18,1939.1399999999999
8781,1005228,2,2019-06-04,GD,10,OEM,6035037,1,2465.62,6,2019-06-04,2465.62
8782,1005228,2,2019-06-04,GD,10,OEM,6035039,1,1831.11,6,2019-06-04,1831.11
8783,1005228,2,2019-08-09,GD,10,OEM,6035129,1,913.41,8,2019-08-09,913.41
8784,1005228,2,2019-08-09,GD,10,OEM,6054121,1,574.47,8,2019-08-09,574.47
8785,1005232,1,2019-07-29,JS,10,OEM,1213765,2,2322.24,7,2019-07-29,4644.48
8786,1005232,1,2019-07-29,JS,10,OEM,1213766,2,2641.21,7,2019-07-29,5282.42
8787,1005232,1,2019-07-29,JS,10,OEM,2067169,2,671.38,7,2019-07-29,1342.76
8788,1005244,2,2019-08-13,HUB,10,OEM,1062566,1,782.43,8,2019-08-13,782.43
8789,1005244,2,2019-09-25,HUB,10,OEM,1062566,1,782.43,9,2019-09-25,782.43
8790,1005255,2,2019-12-19,ZJ,10,OEM,1070117,24,900.13,12,2019-12-19,21603.12
8791,1005255,2,2019-10-16,ZJ,10,OEM,1070117,9,900.13,10,2019-10-16,8101.17
8792,1005255,2,2019-11-15,ZJ,10,OEM,1070117,27,900.13,11,2019-11-15,24303.51
8793,1005255,2,2019-06-13,ZJ,10,OEM,1085665,1,978.01,6,2019-06-13,978.01
8794,1005255,2,2019-06-13,ZJ,10,OEM,1085666,1,1071.81,6,2019-06-13,1071.81
8795,1005255,2,2019-09-26,ZJ,10,OEM,1085899,4,998.36,9,2019-09-26,3993.44
8796,1005255,2,2019-12-06,ZJ,10,OEM,1085899,1,998.36,12,2019-12-06,998.36
8797,1005255,2,2019-12-18,ZJ,10,OEM,1085899,2,998.37,12,2019-12-18,1996.74
8798,1005255,2,2019-09-06,ZJ,10,OEM,1085899,27,998.36,9,2019-09-06,26955.72
8799,1005255,2,2019-07-25,ZJ,10,OEM,1085899,9,998.36,7,2019-07-25,8985.24
8800,1005255,2,2019-06-13,ZJ,10,OEM,1085899,1,1055.0,6,2019-06-13,1055.0
8801,1005255,2,2019-12-19,ZJ,10,OEM,1085899,8,998.36,12,2019-12-19,7986.88
8802,1005255,2,2019-09-26,ZJ,10,OEM,1207653,4,3209.87,9,2019-09-26,12839.48
8803,1005255,2,2019-09-26,ZJ,10,OEM,1207653,4,3209.87,9,2019-09-26,12839.48
8804,1005255,2,2019-01-03,ZJ,10,OEM,1212024,1,2882.59,1,2019-01-03,2882.59
8805,1005255,2,2019-01-03,ZJ,10,OEM,1212025,1,3529.14,1,2019-01-03,3529.14
8806,1005255,2,2019-03-06,ZJ,10,OEM,1212028,1,4069.65,3,2019-03-06,4069.65
8807,1005255,2,2019-02-14,ZJ,10,OEM,1212028,1,4069.65,2,2019-02-14,4069.65
8808,1005255,2,2019-03-06,ZJ,10,OEM,1212029,1,4716.21,3,2019-03-06,4716.21
8809,1005255,2,2019-02-14,ZJ,10,OEM,1212029,1,4716.21,2,2019-02-14,4716.21
8810,1005255,2,2019-07-25,ZJ,10,OEM,1213739,9,1692.17,7,2019-07-25,15229.53
8811,1005255,2,2019-12-19,ZJ,10,OEM,1213739,8,1692.17,12,2019-12-19,13537.36
8812,1005255,2,2019-07-25,ZJ,10,OEM,1213755,9,1364.73,7,2019-07-25,12282.57
8813,1005255,2,2019-12-19,ZJ,10,OEM,1213755,8,1364.74,12,2019-12-19,10917.92
8814,1005255,2,2019-09-06,ZJ,10,OEM,1213759,27,1475.35,9,2019-09-06,39834.45
8815,1005255,2,2019-09-06,ZJ,10,OEM,1213760,27,1723.14,9,2019-09-06,46524.780000000006
8816,1005255,2,2019-08-06,ZJ,10,OEM,2046445,3,655.88,8,2019-08-06,1967.6399999999999
8817,1005255,2,2019-01-03,ZJ,10,OEM,2066603,2,593.8,1,2019-01-03,1187.6
8818,1005255,2,2019-12-18,ZJ,10,OEM,2067169,10,655.0,12,2019-12-18,6550.0
8819,1005255,2,2019-07-25,ZJ,10,OEM,2067169,9,655.0,7,2019-07-25,5895.0
8820,1005255,2,2019-03-06,ZJ,10,OEM,2067169,1,667.07,3,2019-03-06,667.07
8821,1005255,2,2019-02-14,ZJ,10,OEM,2067169,1,667.07,2,2019-02-14,667.07
8822,1005255,2,2019-09-06,ZJ,10,OEM,2067169,27,655.0,9,2019-09-06,17685.0
8823,1005255,2,2019-01-03,ZJ,10,OEM,6025470,1,1067.93,1,2019-01-03,1067.93
8824,1005255,2,2019-02-14,ZJ,10,OEM,6025470,1,1115.34,2,2019-02-14,1115.34
8825,1005255,2,2019-03-06,ZJ,10,OEM,6025470,1,1115.34,3,2019-03-06,1115.34
8826,1005261,1,2019-04-19,JL,30,"System integrator / EPC (Engineering, Procurement, Construct",5330389,2,571.82,4,2019-04-19,1143.64
8827,1005261,1,2019-02-18,JL,30,"System integrator / EPC (Engineering, Procurement, Construct",5330389,15,572.24,2,2019-02-18,8583.6
8828,1005261,1,2019-02-18,JL,30,"System integrator / EPC (Engineering, Procurement, Construct",6025614,15,646.38,2,2019-02-18,9695.7
8829,1005261,1,2019-04-19,JL,30,"System integrator / EPC (Engineering, Procurement, Construct",6025614,2,646.15,4,2019-04-19,1292.3
8830,1005263,1,2019-04-28,SH,30,OEM,1212026,3,3763.62,4,2019-04-28,11290.86
8831,1005263,1,2019-04-28,SH,30,OEM,1212027,3,4455.86,4,2019-04-28,13367.579999999998
8832,1005263,1,2019-04-28,SH,30,OEM,2020214,6,617.93,4,2019-04-28,3707.58
8833,1005283,2,2019-07-03,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1063094,3,716.06,7,2019-07-03,2148.18
8834,1005283,2,2019-09-03,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1085667,1,1248.8,9,2019-09-03,1248.8
8835,1005283,2,2019-08-29,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1085668,1,1430.22,8,2019-08-29,1430.22
8836,1005283,2,2019-07-19,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212051,1,3355.88,7,2019-07-19,3355.88
8837,1005283,2,2019-11-05,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212051,1,3426.68,11,2019-11-05,3426.68
8838,1005283,2,2019-12-04,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212051,1,3426.68,12,2019-12-04,3426.68
8839,1005283,2,2019-11-05,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212052,1,4097.48,11,2019-11-05,4097.48
8840,1005283,2,2019-12-04,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212052,1,4097.48,12,2019-12-04,4097.48
8841,1005283,2,2019-07-19,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1212052,1,4016.95,7,2019-07-19,4016.95
8842,1005283,2,2019-10-29,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1213739,1,2093.05,10,2019-10-29,2093.05
8843,1005283,2,2019-10-29,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1213755,1,1651.46,10,2019-10-29,1651.46
8844,1005283,2,2019-03-22,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1213761,1,2515.34,3,2019-03-22,2515.34
8845,1005283,2,2019-03-22,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",1213762,1,2967.93,3,2019-03-22,2967.93
8846,1005283,2,2019-03-22,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2020204,2,614.48,3,2019-03-22,1228.96
8847,1005283,2,2019-03-22,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2066603,2,598.97,3,2019-03-22,1197.94
8848,1005283,2,2019-07-19,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2067169,1,662.96,7,2019-07-19,662.96
8849,1005283,2,2019-12-04,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2099265,1,608.1,12,2019-12-04,608.1
8850,1005283,2,2019-10-29,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2099265,1,608.1,10,2019-10-29,608.1
8851,1005283,2,2019-11-05,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",2099265,1,608.1,11,2019-11-05,608.1
8852,1005283,2,2019-06-24,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",5307084,2,628.45,6,2019-06-24,1256.9
8853,1005283,2,2019-01-25,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",5311688,1,587.76,1,2019-01-25,587.76
8854,1005283,2,2019-06-24,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",6023135,2,1379.78,6,2019-06-24,2759.56
8855,1005283,2,2019-07-03,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",6025612,4,656.77,7,2019-07-03,2627.08
8856,1005283,2,2019-01-25,SC,30,"System integrator / EPC (Engineering, Procurement, Construct",6025615,1,1102.41,1,2019-01-25,1102.41
8857,1005292,1,2019-03-04,SC,44,Reseller (FA/LA),6025470,2,1365.35,3,2019-03-04,2730.7
8858,1005293,2,2019-12-10,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1019261,1,10345.26,12,2019-12-10,10345.26
8859,1005293,2,2019-12-10,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1019262,1,12578.01,12,2019-12-10,12578.01
8860,1005293,2,2019-05-21,JS,30,"System integrator / EPC (Engineering, Procurement, Construct",1044255,1,725.8,5,2019-05-21,725.8
